date,id,item_nbr,unit_sales,onpromotion,class,event_national,holiday_national,holiday_local,month,day_of_month,week_of_month,day_of_week,year,season,workday,wageday,month_sin,month_cos,day_of_month_sin,day_of_month_cos,week_of_month_sin,week_of_month_cos,day_of_week_sin,day_of_week_cos,season_sin,season_cos,tempmax,tempmin,oil_price,item_name
2015-03-02,42152573,502331,79,False,2702,False,False,False,3,2,1,1,2015,1,True,False,1.0,6.123233995736766e-17,0.3943558551133185,0.9189578116202306,0.9510565162951536,0.3090169943749474,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,20.1,11.1,49.59,A
2015-03-03,42214492,502331,58,False,2702,False,False,False,3,3,1,2,2015,1,True,False,1.0,6.123233995736766e-17,0.5712682150947923,0.8207634412072763,0.9510565162951536,0.3090169943749474,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,20.4,10.6,50.43,A
2015-03-04,42275795,502331,60,False,2702,False,False,False,3,4,1,3,2015,1,True,False,1.0,6.123233995736766e-17,0.7247927872291199,0.6889669190756866,0.9510565162951536,0.3090169943749474,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,21.9,11.5,51.53,A
2015-03-05,42336243,502331,55,False,2702,False,False,False,3,5,1,4,2015,1,True,False,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624,0.9510565162951536,0.3090169943749474,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,23.6,12.0,50.76,A
2015-03-06,42396575,502331,59,False,2702,False,False,False,3,6,1,5,2015,1,True,False,1.0,6.123233995736766e-17,0.9377521321470804,0.3473052528448203,0.9510565162951536,0.3090169943749474,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,21.7,10.0,49.61,A
2015-03-07,42461243,502331,86,False,2702,False,False,False,3,7,1,6,2015,1,False,False,1.0,6.123233995736766e-17,0.9884683243281114,0.1514277775045767,0.9510565162951536,0.3090169943749474,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,22.8,11.6,49.61,A
2015-03-08,42524814,502331,131,False,2702,False,False,False,3,8,2,7,2015,1,False,False,1.0,6.123233995736766e-17,0.9987165071710528,-0.0506491688387126,0.5877852522924732,-0.8090169943749473,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,24.7,11.8,49.61,A
2015-03-09,42586569,502331,79,False,2702,False,False,False,3,9,2,1,2015,1,True,False,1.0,6.123233995736766e-17,0.9680771188662044,-0.2506525322587204,0.5877852522924732,-0.8090169943749473,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,25.6,10.2,49.95,A
2015-03-10,42647082,502331,56,False,2702,False,False,False,3,10,2,2,2015,1,True,False,1.0,6.123233995736766e-17,0.8978045395707416,-0.4403941515576344,0.5877852522924732,-0.8090169943749473,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,26.7,11.9,48.42,A
2015-03-11,42706727,502331,57,False,2702,False,False,False,3,11,2,3,2015,1,True,False,1.0,6.123233995736766e-17,0.7907757369376985,-0.6121059825476629,0.5877852522924732,-0.8090169943749473,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,23.8,12.9,48.06,A
2015-03-12,42765720,502331,40,False,2702,False,False,False,3,12,2,4,2015,1,True,False,1.0,6.123233995736766e-17,0.6513724827222223,-0.7587581226927909,0.5877852522924732,-0.8090169943749473,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,22.9,10.9,47.12,A
2015-03-13,42825243,502331,71,False,2702,False,False,False,3,13,2,5,2015,1,True,False,1.0,6.123233995736766e-17,0.485301962531081,-0.8743466161445821,0.5877852522924732,-0.8090169943749473,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,20.8,12.2,44.88,A
2015-03-14,42889418,502331,102,False,2702,False,False,False,3,14,2,6,2015,1,False,False,1.0,6.123233995736766e-17,0.299363122973358,-0.9541392564000488,0.5877852522924732,-0.8090169943749473,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,21.1,12.1,44.88,A
2015-03-15,42953383,502331,135,False,2702,False,False,False,3,15,3,7,2015,1,False,True,1.0,6.123233995736766e-17,0.1011683219874322,-0.9948693233918952,-0.587785252292473,-0.8090169943749476,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,20.9,12.4,44.88,A
2015-03-16,43014892,502331,66,False,2702,False,False,False,3,16,3,1,2015,1,True,False,1.0,6.123233995736766e-17,-0.101168321987432,-0.9948693233918952,-0.587785252292473,-0.8090169943749476,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,20.3,12.0,43.93,A
2015-03-17,43074905,502331,59,False,2702,False,False,False,3,17,3,2,2015,1,True,False,1.0,6.123233995736766e-17,-0.2993631229733577,-0.9541392564000488,-0.587785252292473,-0.8090169943749476,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,18.1,12.2,43.39,A
2015-03-18,43133452,502331,58,False,2702,False,False,False,3,18,3,3,2015,1,True,False,1.0,6.123233995736766e-17,-0.4853019625310808,-0.8743466161445822,-0.587785252292473,-0.8090169943749476,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,15.9,11.1,44.63,A
2015-03-19,43192248,502331,59,False,2702,False,False,False,3,19,3,4,2015,1,True,False,1.0,6.123233995736766e-17,-0.651372482722222,-0.7587581226927911,-0.587785252292473,-0.8090169943749476,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,19.0,10.6,44.02,A
2015-03-20,43253545,502331,51,False,2702,False,False,False,3,20,3,5,2015,1,True,False,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,-0.587785252292473,-0.8090169943749476,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,17.9,10.3,46.0,A
2015-03-21,43319027,502331,93,False,2702,False,False,False,3,21,3,6,2015,1,False,False,1.0,6.123233995736766e-17,-0.8978045395707417,-0.4403941515576342,-0.587785252292473,-0.8090169943749476,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,20.9,9.9,46.0,A
2015-03-22,43384010,502331,117,False,2702,False,False,False,3,22,4,7,2015,1,False,False,1.0,6.123233995736766e-17,-0.9680771188662044,-0.2506525322587205,-0.9510565162951536,0.3090169943749472,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,19.9,7.9,46.0,A
2015-03-23,43446564,502331,75,False,2702,False,False,False,3,23,4,1,2015,1,True,False,1.0,6.123233995736766e-17,-0.9987165071710528,-0.0506491688387126,-0.9510565162951536,0.3090169943749472,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,22.0,8.1,47.4,A
2015-03-24,43507300,502331,48,False,2702,False,False,False,3,24,4,2,2015,1,True,False,1.0,6.123233995736766e-17,-0.9884683243281114,0.1514277775045766,-0.9510565162951536,0.3090169943749472,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,22.8,8.6,47.03,A
2015-03-25,43567340,502331,78,False,2702,False,False,False,3,25,4,3,2015,1,True,False,1.0,6.123233995736766e-17,-0.9377521321470804,0.3473052528448203,-0.9510565162951536,0.3090169943749472,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,21.1,10.6,48.75,A
2015-03-26,43626564,502331,43,False,2702,False,False,False,3,26,4,4,2015,1,True,False,1.0,6.123233995736766e-17,-0.848644257494751,0.5289640103269624,-0.9510565162951536,0.3090169943749472,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,21.8,10.1,51.41,A
2015-03-27,43687213,502331,51,False,2702,False,False,False,3,27,4,5,2015,1,True,False,1.0,6.123233995736766e-17,-0.72479278722912,0.6889669190756865,-0.9510565162951536,0.3090169943749472,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,22.8,11.7,48.83,A
2015-03-28,43751872,502331,79,False,2702,False,False,False,3,28,4,6,2015,1,False,False,1.0,6.123233995736766e-17,-0.5712682150947924,0.8207634412072763,-0.9510565162951536,0.3090169943749472,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,20.8,11.8,48.83,A
2015-03-29,43816800,502331,142,False,2702,False,False,False,3,29,5,7,2015,1,False,False,1.0,6.123233995736766e-17,-0.3943558551133187,0.9189578116202306,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,17.9,11.8,48.83,A
2015-03-30,43878265,502331,74,False,2702,False,False,False,3,30,5,1,2015,1,True,True,1.0,6.123233995736766e-17,-0.2012985200886602,0.9795299412524944,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,20.8,11.6,48.66,A
2015-03-31,43939542,502331,50,False,2702,False,False,False,3,31,5,2,2015,1,True,False,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,21.1,10.1,47.72,A
2015-04-01,44003125,502331,68,False,2702,False,False,False,4,1,1,3,2015,1,True,False,0.8660254037844387,-0.4999999999999998,0.20129852008866,0.9795299412524944,0.9510565162951536,0.3090169943749474,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,20.9,11.1,50.12,A
2015-04-02,44066613,502331,54,False,2702,False,False,False,4,2,1,4,2015,1,True,False,0.8660254037844387,-0.4999999999999998,0.3943558551133185,0.9189578116202306,0.9510565162951536,0.3090169943749474,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,21.1,10.1,49.13,A
2015-04-03,44128767,502331,59,False,2702,False,True,False,4,3,1,5,2015,1,False,False,0.8660254037844387,-0.4999999999999998,0.5712682150947923,0.8207634412072763,0.9510565162951536,0.3090169943749474,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,20.4,11.4,49.13,A
2015-04-04,44194071,502331,83,False,2702,False,False,False,4,4,1,6,2015,1,False,False,0.8660254037844387,-0.4999999999999998,0.7247927872291199,0.6889669190756866,0.9510565162951536,0.3090169943749474,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,22.0,11.0,49.13,A
2015-04-05,44257915,502331,146,False,2702,False,False,False,4,5,1,7,2015,1,False,False,0.8660254037844387,-0.4999999999999998,0.8486442574947509,0.5289640103269624,0.9510565162951536,0.3090169943749474,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,20.9,11.9,49.13,A
2015-04-06,44320689,502331,105,False,2702,False,False,False,4,6,1,1,2015,1,True,False,0.8660254037844387,-0.4999999999999998,0.9377521321470804,0.3473052528448203,0.9510565162951536,0.3090169943749474,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,28.1,12.7,52.08,A
2015-04-07,44382015,502331,51,False,2702,False,False,False,4,7,1,2,2015,1,True,False,0.8660254037844387,-0.4999999999999998,0.9884683243281114,0.1514277775045767,0.9510565162951536,0.3090169943749474,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,23.7,10.1,53.95,A
